Level1,Level2,Level3,Level4,Level5,Address,GID_0,GID_0_NAME,GID_1,GID_1_NAME,GID_2,GID_2_NAME,GID_3,GID_3_NAME,GID_4,GID_4_NAME,NumberOfPollingStations,QuickReportsSubmitted,FormSubmitted,PSISubmitted,NumberOfQuestionsAnswered,NumberOfFlaggedAnswers,ObserversWithForms,ObserversWithQuickReports,ObserversWithPSI,ActiveObservers,VisitedPollingStations
22 - მარნეული,74,,,,მარნეული-74,,,,,,,,,,,1,2,9,1,86,0,3,1,1,3,1
22 - მარნეული,75,,,,მარნეული-75,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22 - მარნეული,76,,,,მარნეული-76,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
22 - მარნეული,77,,,,მარნეული-77,,,,,,,,,,,1,0,5,1,43,0,1,0,1,1,1
22 - მარნეული,78,,,,მარნეული-78,,,,,,,,,,,1,0,5,1,43,0,1,0,1,1,1
22 - მარნეული,79,,,,მარნეული-79,,,,,,,,,,,1,0,14,0,148,0,2,0,0,2,1
22 - მარნეული,8,,,,მარნეული-8,,,,,,,,,,,1,7,18,1,1057,63,2,2,1,2,1
22 - მარნეული,80,,,,მარნეული-80,,,,,,,,,,,1,2,21,1,284,0,1,1,1,1,1
22 - მარნეული,81,,,,მარნეული-81,,,,,,,,,,,1,5,6,1,345,40,1,1,1,1,1
22 - მარნეული,9,,,,მარნეული-9,,,,,,,,,,,1,0,16,0,145,2,2,0,0,2,1
23 - ბოლნისი,1,,,,ბოლნისი-1,,,,,,,,,,,1,8,11,1,1008,24,1,1,1,1,1
23 - ბოლნისი,10,,,,ბოლნისი-10,,,,,,,,,,,1,6,16,1,1026,30,2,1,1,2,1
23 - ბოლნისი,11,,,,ბოლნისი-11,,,,,,,,,,,1,0,5,0,43,0,1,0,0,1,1
23 - ბოლნისი,12,,,,ბოლნისი-12,,,,,,,,,,,1,0,5,0,46,0,1,0,0,1,1
23 - ბოლნისი,13,,,,ბოლნისი-13,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,14,,,,ბოლნისი-14,,,,,,,,,,,1,0,5,0,43,0,1,0,0,1,1
23 - ბოლნისი,15,,,,ბოლნისი-15,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,16,,,,ბოლნისი-16,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,17,,,,ბოლნისი-17,,,,,,,,,,,1,7,16,1,1120,21,2,1,1,2,1
23 - ბოლნისი,18,,,,ბოლნისი-18,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,19,,,,ბოლნისი-19,,,,,,,,,,,1,4,10,0,488,68,1,1,0,1,1
23 - ბოლნისი,2,,,,ბოლნისი-2,,,,,,,,,,,1,8,11,1,760,32,1,1,1,1,1
23 - ბოლნისი,20,,,,ბოლნისი-20,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,21,,,,ბოლნისი-21,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,22,,,,ბოლნისი-22,,,,,,,,,,,1,0,10,0,103,3,1,0,0,1,1
23 - ბოლნისი,23,,,,ბოლნისი-23,,,,,,,,,,,1,27,9,1,2781,297,1,1,1,1,1
23 - ბოლნისი,24,,,,ბოლნისი-24,,,,,,,,,,,1,4,11,0,504,28,1,1,0,1,1
23 - ბოლნისი,25,,,,ბოლნისი-25,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,26,,,,ბოლნისი-26,,,,,,,,,,,1,0,11,1,126,1,1,0,1,1,1
23 - ბოლნისი,27,,,,ბოლნისი-27,,,,,,,,,,,1,0,11,0,126,1,1,0,0,1,1
23 - ბოლნისი,28,,,,ბოლნისი-28,,,,,,,,,,,1,13,9,0,1326,52,1,1,0,1,1
23 - ბოლნისი,29,,,,ბოლნისი-29,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,3,,,,ბოლნისი-3,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,30,,,,ბოლნისი-30,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,31,,,,ბოლნისი-31,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,32,,,,ბოლნისი-32,,,,,,,,,,,1,1,9,1,102,1,1,1,1,1,1
23 - ბოლნისი,33,,,,ბოლნისი-33,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,34,,,,ბოლნისი-34,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,35,,,,ბოლნისი-35,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,36,,,,ბოლნისი-36,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,37,,,,ბოლნისი-37,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,38,,,,ბოლნისი-38,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,39,,,,ბოლნისი-39,,,,,,,,,,,1,0,10,0,111,2,1,0,0,1,1
23 - ბოლნისი,4,,,,ბოლნისი-4,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,40,,,,ბოლნისი-40,,,,,,,,,,,1,2,11,0,252,0,1,1,0,1,1
23 - ბოლნისი,41,,,,ბოლნისი-41,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,42,,,,ბოლნისი-42,,,,,,,,,,,1,3,11,0,378,12,1,1,0,1,1
23 - ბოლნისი,43,,,,ბოლნისი-43,,,,,,,,,,,1,0,4,0,36,0,1,0,0,1,1
23 - ბოლნისი,44,,,,ბოლნისი-44,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,45,,,,ბოლნისი-45,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,46,,,,ბოლნისი-46,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,47,,,,ბოლნისი-47,,,,,,,,,,,1,0,5,1,43,0,2,0,1,2,1
23 - ბოლნისი,48,,,,ბოლნისი-48,,,,,,,,,,,1,0,4,0,36,0,1,0,0,1,1
23 - ბოლნისი,49,,,,ბოლნისი-49,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,5,,,,ბოლნისი-5,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,50,,,,ბოლნისი-50,,,,,,,,,,,1,0,5,0,42,0,1,0,0,1,1
23 - ბოლნისი,51,,,,ბოლნისი-51,,,,,,,,,,,1,0,11,1,79,3,1,0,1,1,1
23 - ბოლნისი,52,,,,ბოლნისი-52,,,,,,,,,,,1,15,9,0,1080,165,1,1,0,1,1
23 - ბოლნისი,6,,,,ბოლნისი-6,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,7,,,,ბოლნისი-7,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
23 - ბოლნისი,8,,,,ბოლნისი-8,,,,,,,,,,,1,0,5,0,45,0,1,0,0,1,1
23 - ბოლნისი,9,,,,ბოლნისი-9,,,,,,,,,,,1,0,5,0,46,0,1,0,0,1,1
24 - დმანისი,1,,,,დმანისი-1,,,,,,,,,,,1,0,5,0,45,0,1,0,0,1,1
24 - დმანისი,10,,,,დმანისი-10,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,11,,,,დმანისი-11,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,12,,,,დმანისი-12,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,13,,,,დმანისი-13,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,14,,,,დმანისი-14,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,15,,,,დმანისი-15,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,16,,,,დმანისი-16,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,17,,,,დმანისი-17,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,18,,,,დმანისი-18,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,19,,,,დმანისი-19,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,2,,,,დმანისი-2,,,,,,,,,,,1,0,5,0,46,0,1,0,0,1,1
24 - დმანისი,20,,,,დმანისი-20,,,,,,,,,,,1,0,20,0,62,0,1,0,0,1,1
24 - დმანისი,21,,,,დმანისი-21,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,22,,,,დმანისი-22,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,23,,,,დმანისი-23,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,24,,,,დმანისი-24,,,,,,,,,,,1,0,18,1,160,2,2,0,1,2,1
24 - დმანისი,25,,,,დმანისი-25,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,26,,,,დმანისი-26,,,,,,,,,,,1,0,11,1,90,6,1,0,1,1,1
24 - დმანისი,27,,,,დმანისი-27,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,28,,,,დმანისი-28,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,29,,,,დმანისი-29,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,3,,,,დმანისი-3,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,30,,,,დმანისი-30,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,31,,,,დმანისი-31,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,32,,,,დმანისი-32,,,,,,,,,,,1,0,9,1,95,4,1,0,1,1,1
24 - დმანისი,33,,,,დმანისი-33,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,34,,,,დმანისი-34,,,,,,,,,,,1,4,9,1,396,16,1,1,1,1,1
24 - დმანისი,35,,,,დმანისი-35,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,36,,,,დმანისი-36,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,37,,,,დმანისი-37,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,38,,,,დმანისი-38,,,,,,,,,,,1,1,11,1,126,7,1,1,1,1,1
24 - დმანისი,39,,,,დმანისი-39,,,,,,,,,,,1,0,6,0,47,0,1,0,0,1,1
24 - დმანისი,4,,,,დმანისი-4,,,,,,,,,,,1,9,16,1,1467,135,2,2,1,2,1
24 - დმანისი,40,,,,დმანისი-40,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,41,,,,დმანისი-41,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,42,,,,დმანისი-42,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,43,,,,დმანისი-43,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,44,,,,დმანისი-44,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,45,,,,დმანისი-45,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,46,,,,დმანისი-46,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,47,,,,დმანისი-47,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,48,,,,დმანისი-48,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,49,,,,დმანისი-49,,,,,,,,,,,1,0,3,0,26,0,1,0,0,1,1
24 - დმანისი,5,,,,დმანისი-5,,,,,,,,,,,1,0,1,1,12,1,1,0,1,1,1
24 - დმანისი,50,,,,დმანისი-50,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,6,,,,დმანისი-6,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
24 - დმანისი,7,,,,დმანისი-7,,,,,,,,,,,1,0,6,1,52,0,1,0,1,1,1
24 - დმანისი,8,,,,დმანისი-8,,,,,,,,,,,1,0,11,0,126,1,1,0,0,1,1
24 - დმანისი,9,,,,დმანისი-9,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,1,,,,წალკა-1,,,,,,,,,,,1,17,20,2,6188,68,4,2,2,4,1
25 - წალკა,10,,,,წალკა-10,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,11,,,,წალკა-11,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,12,,,,წალკა-12,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,13,,,,წალკა-13,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,14,,,,წალკა-14,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,15,,,,წალკა-15,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,16,,,,წალკა-16,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,17,,,,წალკა-17,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,18,,,,წალკა-18,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,19,,,,წალკა-19,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,2,,,,წალკა-2,,,,,,,,,,,1,0,1,1,19,0,1,0,1,1,1
25 - წალკა,20,,,,წალკა-20,,,,,,,,,,,1,0,5,0,46,0,1,0,0,1,1
25 - წალკა,21,,,,წალკა-21,,,,,,,,,,,1,0,1,0,17,0,1,0,0,1,1
25 - წალკა,22,,,,წალკა-22,,,,,,,,,,,1,0,5,0,46,0,1,0,0,1,1
25 - წალკა,23,,,,წალკა-23,,,,,,,,,,,1,0,1,0,15,0,1,0,0,1,1
25 - წალკა,24,,,,წალკა-24,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,25,,,,წალკა-25,,,,,,,,,,,1,0,11,0,69,1,1,0,0,1,1
25 - წალკა,26,,,,წალკა-26,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,27,,,,წალკა-27,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,28,,,,წალკა-28,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,29,,,,წალკა-29,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,3,,,,წალკა-3,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,30,,,,წალკა-30,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,31,,,,წალკა-31,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,32,,,,წალკა-32,,,,,,,,,,,1,14,18,0,2016,364,2,2,0,2,1
25 - წალკა,33,,,,წალკა-33,,,,,,,,,,,1,0,2,0,18,0,1,0,0,1,1
25 - წალკა,34,,,,წალკა-34,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,35,,,,წალკა-35,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,36,,,,წალკა-36,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,37,,,,წალკა-37,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,38,,,,წალკა-38,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,39,,,,წალკა-39,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,4,,,,წალკა-4,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,5,,,,წალკა-5,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,6,,,,წალკა-6,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,7,,,,წალკა-7,,,,,,,,,,,1,0,5,1,43,0,1,0,1,1,1
25 - წალკა,8,,,,წალკა-8,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
25 - წალკა,9,,,,წალკა-9,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,1,,,,თეთრიწყარო-1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,10,,,,თეთრიწყარო-10,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,11,,,,თეთრიწყარო-11,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,12,,,,თეთრიწყარო-12,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,13,,,,თეთრიწყარო-13,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,14,,,,თეთრიწყარო-14,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,15,,,,თეთრიწყარო-15,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,16,,,,თეთრიწყარო-16,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,17,,,,თეთრიწყარო-17,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,18,,,,თეთრიწყარო-18,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,19,,,,თეთრიწყარო-19,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,2,,,,თეთრიწყარო-2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,20,,,,თეთრიწყარო-20,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,21,,,,თეთრიწყარო-21,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,22,,,,თეთრიწყარო-22,,,,,,,,,,,1,1,11,1,112,4,1,1,1,1,1
26 - თეთრიწყარო,23,,,,თეთრიწყარო-23,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,24,,,,თეთრიწყარო-24,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,25,,,,თეთრიწყარო-25,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,26,,,,თეთრიწყარო-26,,,,,,,,,,,1,4,11,1,504,8,1,1,1,1,1
26 - თეთრიწყარო,27,,,,თეთრიწყარო-27,,,,,,,,,,,1,0,5,1,46,0,1,0,1,1,1
26 - თეთრიწყარო,28,,,,თეთრიწყარო-28,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,29,,,,თეთრიწყარო-29,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,3,,,,თეთრიწყარო-3,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,30,,,,თეთრიწყარო-30,,,,,,,,,,,1,1,11,1,117,3,1,1,1,1,1
26 - თეთრიწყარო,31,,,,თეთრიწყარო-31,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,32,,,,თეთრიწყარო-32,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,33,,,,თეთრიწყარო-33,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,34,,,,თეთრიწყარო-34,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,35,,,,თეთრიწყარო-35,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,36,,,,თეთრიწყარო-36,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,37,,,,თეთრიწყარო-37,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,38,,,,თეთრიწყარო-38,,,,,,,,,,,1,0,1,0,15,0,1,0,0,1,1
26 - თეთრიწყარო,39,,,,თეთრიწყარო-39,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,4,,,,თეთრიწყარო-4,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,40,,,,თეთრიწყარო-40,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,5,,,,თეთრიწყარო-5,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,6,,,,თეთრიწყარო-6,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,7,,,,თეთრიწყარო-7,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,8,,,,თეთრიწყარო-8,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26 - თეთრიწყარო,9,,,,თეთრიწყარო-9,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,1,,,,მცხეთა-1,,,,,,,,,,,1,2,16,1,286,2,2,1,1,2,1
27 - მცხეთა,10,,,,მცხეთა-10,,,,,,,,,,,1,0,7,1,50,0,1,0,1,1,1
27 - მცხეთა,11,,,,მცხეთა-11,,,,,,,,,,,1,1,11,1,129,6,1,1,1,1,1
27 - მცხეთა,12,,,,მცხეთა-12,,,,,,,,,,,1,0,5,1,46,0,1,0,1,1,1
27 - მცხეთა,13,,,,მცხეთა-13,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,14,,,,მცხეთა-14,,,,,,,,,,,1,3,11,1,270,0,1,1,1,1,1
27 - მცხეთა,15,,,,მცხეთა-15,,,,,,,,,,,1,7,11,1,630,35,1,1,1,1,1
27 - მცხეთა,16,,,,მცხეთა-16,,,,,,,,,,,1,2,10,1,164,6,1,1,1,1,1
27 - მცხეთა,17,,,,მცხეთა-17,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,18,,,,მცხეთა-18,,,,,,,,,,,1,0,6,0,42,2,1,0,0,1,1
27 - მცხეთა,19,,,,მცხეთა-19,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,2,,,,მცხეთა-2,,,,,,,,,,,1,0,13,1,136,1,2,0,1,2,1
27 - მცხეთა,20,,,,მცხეთა-20,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,21,,,,მცხეთა-21,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,22,,,,მცხეთა-22,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,23,,,,მცხეთა-23,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,24,,,,მცხეთა-24,,,,,,,,,,,1,0,10,1,124,1,1,0,1,1,1
27 - მცხეთა,25,,,,მცხეთა-25,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,26,,,,მცხეთა-26,,,,,,,,,,,1,0,11,0,120,0,1,0,0,1,1
27 - მცხეთა,27,,,,მცხეთა-27,,,,,,,,,,,1,3,12,1,432,0,2,1,1,2,1
27 - მცხეთა,28,,,,მცხეთა-28,,,,,,,,,,,1,0,11,1,126,3,1,0,1,1,1
27 - მცხეთა,29,,,,მცხეთა-29,,,,,,,,,,,1,7,10,1,798,35,1,1,1,1,1
27 - მცხეთა,3,,,,მცხეთა-3,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,30,,,,მცხეთა-30,,,,,,,,,,,1,4,11,0,504,12,1,1,0,1,1
27 - მცხეთა,31,,,,მცხეთა-31,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,32,,,,მცხეთა-32,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,33,,,,მცხეთა-33,,,,,,,,,,,1,6,11,1,756,18,1,1,1,1,1
27 - მცხეთა,34,,,,მცხეთა-34,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,35,,,,მცხეთა-35,,,,,,,,,,,1,4,11,0,504,0,1,1,0,1,1
27 - მცხეთა,36,,,,მცხეთა-36,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,37,,,,მცხეთა-37,,,,,,,,,,,1,0,12,2,218,2,2,0,2,2,1
27 - მცხეთა,38,,,,მცხეთა-38,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,39,,,,მცხეთა-39,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,4,,,,მცხეთა-4,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
27 - მცხეთა,5,,,,მცხეთა-5,,,,,,,,,,,1,1,11,1,126,2,1,1,1,1,1
27 - მცხეთა,6,,,,მცხეთა-6,,,,,,,,,,,1,2,12,0,254,12,2,2,0,2,1
27 - მცხეთა,7,,,,მცხეთა-7,,,,,,,,,,,1,10,9,0,1020,30,1,1,0,1,1
27 - მცხეთა,8,,,,მცხეთა-8,,,,,,,,,,,1,0,6,0,68,3,1,0,0,1,1
27 - მცხეთა,9,,,,მცხეთა-9,,,,,,,,,,,1,0,3,1,37,1,1,0,1,1,1
28 - დუშეთი,1,,,,დუშეთი-1,,,,,,,,,,,1,2,10,1,228,0,1,1,1,1,1
28 - დუშეთი,10,,,,დუშეთი-10,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,11,,,,დუშეთი-11,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,12,,,,დუშეთი-12,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,13,,,,დუშეთი-13,,,,,,,,,,,1,1,8,0,79,3,1,1,0,1,1
28 - დუშეთი,14,,,,დუშეთი-14,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,15,,,,დუშეთი-15,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,16,,,,დუშეთი-16,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,17,,,,დუშეთი-17,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,18,,,,დუშეთი-18,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,19,,,,დუშეთი-19,,,,,,,,,,,1,0,3,1,9,0,1,0,1,1,1
28 - დუშეთი,2,,,,დუშეთი-2,,,,,,,,,,,1,4,11,1,504,0,1,1,1,1,1
28 - დუშეთი,20,,,,დუშეთი-20,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
28 - დუშეთი,21,,,,დუშეთი-21,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
