Level1,Level2,Level3,Level4,Level5,Address,GID_0,GID_0_NAME,GID_1,GID_1_NAME,GID_2,GID_2_NAME,GID_3,GID_3_NAME,GID_4,GID_4_NAME,NumberOfPollingStations,QuickReportsSubmitted,FormSubmitted,PSISubmitted,NumberOfQuestionsAnswered,NumberOfFlaggedAnswers,ObserversWithForms,ObserversWithQuickReports,ObserversWithPSI,ActiveObservers,VisitedPollingStations
Diaspora,Belgia,Bruxelles 2,,,"Boulevard du Regent 47-48, 1000 Bruxelles",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Bruxelles 3,,,"Boulevard du Regent 47-48, 1000 Bruxelles",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Bruxelles 4,,,"Rue Gabrielle 107, 1180 Uccle",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Bruxelles 5,,,"Avenue de Cortenbergh nr. 107, 1000 Bruxelles",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Bruxelles 6,,,"Tour & Taxis - Rue Picard 7, Gare Maritime, 1000 Bruxelles",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Bruxelles 7,,,"Tour & Taxis - Rue Picard 7, Gare Maritime, 1000 Bruxelles",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Bruxelles 8,,,"Tour & Taxis - Rue Picard 7, Gare Maritime, 1000 Bruxelles",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Bruxelles 9,,,"Autoworld Brussels, Parc du Cinquantenaire 11, Jubelpark, 1000 Bruxelles",BEL,Belgia,,,,,,,,,1,0,3,1,90,4,1,0,1,1,1
Diaspora,Belgia,Charleroi,,,"Centre Espace Meeting Charleroi (CEME), Rue des Français 147, 6020 Charleroi",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Geel,,,"Stelen 77, 2440 Geel",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Ghent,,,"Kinepolis Gent, Ter Platen 12, 9000 Ghent",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Hasselt,,,"Het Volkstehuis, Kempische Kaai 11, 3500 Hasselt",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Liege 1,,,"Palais des Congrès de Liège, Esplanade de l'Europe 2/B, 4020 Liege",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Liege 2,,,"Palais des Congrès de Liège, Esplanade de l'Europe 2/B, 4020 Liege",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Mons,,,"Lotto Mons Expo, Avenue Thomas Edison 2, 7000 Mons",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Namur,,,"Auditorium Berthe POULEUR, Avenue Jean Materne 162, 5100 Namur",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Roeselare,,,"Beverhuys VZV Isegemseaardeweg 30, 8800 Beveren Roeselare",BEL,Belgia,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Sint-Niklaas,,,"Paterskerk, Truweelstraat 210, 9100 Sint-Niklaas",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Belgia,Turnhout,,,"Campus Blairon 200, 2300 Turnhout",BEL,Belgia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Bosnia și Herțegovina,Sarajevo,,,"Čobanija 28, 71000, Sarajevo",BIH,Bosnia și Herțegovina,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Brazilia,Brasilia,,,"Sen, Avenida Das nacoes, Lote 6 Quadra 801, Asa Norte, 70800917",BRA,Brazilia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Brazilia,Ipora do Oeste,,,"La Rua Sao Paulo 23, Bairro Centro 89899000",BRA,Brazilia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Brazilia,Rio de Janeiro,,,"Rua Cosme Velho, nr. 526, Rio de Janeiro, 22241-090",BRA,Brazilia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Brazilia,São Paulo,,,"Rua São Carlos do Pinhal, nr. 200, São Paulo, 01333-000",BRA,Brazilia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Bulgaria,Sofia,,,"Blvd. Mihai Eminescu nr. 4, Sofia, 1111",BGR,Bulgaria,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Calgary,,,"17 Millrise Dr. SW, Calgary, AB, cod poștal T2Y 0K7",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Dieppe,,,"505 Melanson Rd., Dieppe, NB, cod poștal E1A 0K2",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Edmonton,,,"9005 - 132 Avenue NW, Edmonton AB, T5E 0Y1",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Hamilton,,,"20 Murray St. W, Hamilton, Ontario, cod poștal L8L 1B2",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Kitchener,,,"2188 Shirley Dr., Kitchener, Ontario, cod poștal N2B 0A6",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Montreal 1,,,"1010, Rue Sherbrooke, O, #610, Montreal, Quebec, H3A 2R7, et.6",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Montreal 2,,,"1010, Rue Sherbrooke, O, # 1516, Montreal, Quebec, H3A 2R7-sala de conferințe, et.15",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Ottawa,,,"655 Rideau Street, Ottawa, ON, cod poștal K1N 6A3",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Quebec,,,"90 boul. des Etudiants, Quebec, QC, cod poștal G2A 1N5",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Toronto,,,"789 Don Mills Rd., North York, Ontario, cod poștal M3C 1T5",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Vancouver,,,"1165 – 555 Burrard Street, Vancouver, BC V7X 1M8",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Windsor,,,"1960 Tecumseh Rd. E., Windsor, Ontario, cod poștal N8W 1E1",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Canada,Winnipeg,,,"103 Furby St., Winnipeg, Manitoba, cod poștal R3C 2A4",CAN,Canada,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Cuba,Havana,,,"Ave. 5ta A, no. 4407, e/44 y 46, Miramar, mun. Playa, prov. Havana",CUB,Cuba,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Aabenraa,,,"Hjordkær Forsamlingshus,  Aabenraavej 10, 6230 Rødekro",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Aalborg,,,"3F Aalborg, Hadsundvej 184, 9000 Aalborg",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Aarhus,,,"3F Aarhus Rymarken, Rymarken 4, 8210 Aarhus",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Copenhaga 1 (Frederiksberg),,,"Institut français du Danemark, Rolighedsvej 37, 1958 Frederiksberg C, Copenhagen",DNK,Danemarca,,,,,,,,,1,0,2,1,64,0,1,0,1,1,1
Diaspora,Danemarca,Copenhaga 2 (Valby),,,"3F Bygge-, Jord- og Miljøarbejdernes Fagforening, Mølle Allé 30, 2500 Valby, Copenhagen",DNK,Danemarca,,,,,,,,,1,0,1,1,45,0,1,0,1,1,1
Diaspora,Danemarca,Esbjerg,,,"3F Esbjerg Transport, Nyhavnsgade 25, 6700, Esbjerg",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Herning,,,"Østergaards Hotel, Silkeborgvej 94, 7400 Herning",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Hillerød,,,"3F Frederiksborg, Milnersvej 41D, 3400 Hillerød",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Odense,,,"Hotel Knudsens Gaard, Hunderupgade 2, 5230 Odense M",DNK,Danemarca,,,,,,,,,1,0,0,1,0,0,0,0,1,1,1
Diaspora,Danemarca,Ringkøbing,,,"3F Ringkøbing-Skjern, Byskellet 33, 6950 Ringkøbing",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Ringsted,,,"3F Midt & Østsjælland, Vibevej 12, 4100 Ringsted",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Skive,,,"Frivilligcenter,  Søndergade 16C, 7800 Skive",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Taastrup,,,"3F Høje-Taastrup, Pile Allé 18-20, 2630 Taastrup",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Danemarca,Vejle,,,"3F Vejle, Sjællandsgade 30, 7100 Vejle",DNK,Danemarca,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Egipt,Cairo,,,"6 Al Kamel Mohammed, Al Gabalayah, Zamalek, cod poștal 4270122, Cairo",EGY,Egipt,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Elveția,Basel,,,"memox.world | Basel City, Elisabethenstrasse 15, 4051 Basel",CHE,Elveția,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Elveția,Bellinzona,,,"Spazio Aperto, Via Gerretta 9a, 6500 Bellinzona",CHE,Elveția,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Elveția,Berna,,,"Parohia ortodoxă română Sf. M. Mc. Gheorghe, Kastellweg 7, 3004 Bern",CHE,Elveția,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Elveția,Cologny,,,"Chemin de la Perriere 6, 1223 Cologny",CHE,Elveția,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Elveția,Geneva,,,"Rue Vermont 37 - 39, 1202 Geneva",CHE,Elveția,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Elveția,Lausanne,,,"IBIS Lausanne Crissier, Chem. de l'Esparcette 4, 1023 Lausanne",CHE,Elveția,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Elveția,Zürich 1,,,"Holiday Inn Zürich Messe, Wallisellenstrasse 48, 8050 Zürich",CHE,Elveția,,,,,,,,,1,0,1,1,45,1,1,0,1,1,1
Diaspora,Elveția,Zürich 2,,,"Hilton Garden Inn Zürich Limmattal, Kreuzäckerstrasse 5, 8957 Spreitenbach",CHE,Elveția,,,,,,,,,1,0,2,1,93,0,1,0,1,1,1
Diaspora,Emiratele Arabe Unite,Abu Dhabi,,,"Abu Al Abyad street, villa nr.15, Al Bateen area, cod poștal 70416, Abu Dhabi",ARE,Emiratele Arabe Unite,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Emiratele Arabe Unite,Dubai 1,,,"Al Safa 2, str. 16A, villa 8",ARE,Emiratele Arabe Unite,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Emiratele Arabe Unite,Dubai 2,,,"Dubai World Trade Center, sala Al Ain, Sheikh Zayed Road",ARE,Emiratele Arabe Unite,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Estonia,Tallinn,,,"Ravala puiestee 5, etaj 5, 10143",EST,Estonia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Etiopia,Addis Abeba,,,"Kirkos subcity, Woreda 04, House no. 1142, P.O. box 2478",ETH,Etiopia,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Federația Rusă,Moscova,,,"119590, Moscova, Mosfilmovskaia uliţa nr. 64",RUS,Federația Rusă,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Federația Rusă,Sankt Petersburg,,,"Str. Gorohovaia nr. 4, cod poștal 191186, Sankt Petersburg",RUS,Federația Rusă,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Filipine,Manila,,,"strada Legaspi nr.150, G.C.Corporate Plaza, et.6, unit 601-602, Legaspi Village, Makati, cod poștal 1229",PHL,Filipine,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Finlanda,Helsinki,,,"Stenbäckinkatu 24, 00250",FIN,Finlanda,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Finlanda,Mariehamn,,,"Norragatan 10A, 22100",FIN,Finlanda,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Finlanda,Tampere,,,"Vuoreksen monitoimitila (Vuores multipurpose space), Vuoreksen Puistokatu 94, 33870",FIN,Finlanda,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Finlanda,Turku,,,"Yliopistonkatu 19, 20100",FIN,Finlanda,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Ajaccio (Corsica),,,73 cours Napoléon 20000 Ajaccio,FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Ambilly,,,2 rue de la Martiniere 74100 Ambilly,FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Aulnay-sous-Bois,,,"Foyer Dumont, 12 Boulevard Gallieni, 93600 Aulnay-sous-Bois",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Bastia (Corsica),,,Rue San-Angelo 20200 Bastia,FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Bordeaux,,,"Salle Municipale Quintin Loucheur, 96 rue de la Béchade, 33000 Bordeaux",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Brest,,,"Salle Pierre Corre, 8 rue Pierre Corre, 29200 Brest",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Bry-sur-Marne,,,"31-33 rue des Clotais, 94360 Bry-sur-Marne",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Caen,,,"Salle de la Grâce de Dieu, 4 Place du Commerce, 14000 Caen",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Calais,,,"Salle Municipale Paul Caron, 2 Rue du Général Margueritte, 62100 Calais",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Cannes,,,"1 avenue des Broussailles, 06400 Cannes",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Champigny-sur-Marne,,,"28 avenue Colombe Hardelet, 94500 Champigny sur Marne",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Clermont Ferrand,,,120 avenue de la Republique 63000 Clermont Ferrand,FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Colmar,,,"Parc des Expositions, avenue de la Foire aux Vins, 68000 Colmar",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Dijon,,,40 rue Leonard de Vinci 21000 Dijon,FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Drancy,,,"Salle Paul Vaillant Couturier, 27 Rue Roger Petieu - bâtiment C - ESC F, 93700 Drancy",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Gagny,,,"18 bis Allée des Chênes, 93220 Gagny",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Issy-les-Moulineaux,,,"Agora, Salle Saint-Lazare 2, 18 rue Aristide Briand, 92130 Issy-les-Moulineaux",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Ivry-sur-Seine,,,"Espace Robespierre, 2 rue Robespierre, 94200 Ivry-sur-Seine",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,La Courneuve,,,"Salle Philippe Roux, 58 rue de la Convention, 93120 La Courneuve",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,La Ferté-sous-Jouarre,,,"10 Allée du Jumelage, 77260 La Ferté-sous-Jouarre",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Le Blanc-Mesnil 1,,,"Centre Technique Municipal,  2 Avenue Albert Einstein, 93150 Le Blanc-Mesnil",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Le Blanc-Mesnil 2,,,"Centre Technique Municipal,  2 Avenue Albert Einstein, 93150 Le Blanc-Mesnil",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Le Blanc-Mesnil 3,,,"Centre Technique Municipal,  2 Avenue Albert Einstein, 93150 Le Blanc-Mesnil",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Le Mans,,,"Maison de quartier des Sources, 33 rue René-Biolay, 72100 Le Mans",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Lille 1,,,"Sala Halle aux Sucres, 1 Rue de l'Entrepôt, 59800 Lille",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Lille 2,,,"Sala Halle aux Sucres, 1 Rue de l'Entrepôt, 59800 Lille",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Loudéac,,,"Bâtiment la Providence, Salle n° 3, 36 Rue de Moncontour, 22600, Loudéac",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Lyon 1,,,29 rue de Bonnel 69003 Lyon,FRA,Franța,,,,,,,,,1,0,1,1,45,0,1,0,1,1,1
Diaspora,Franța,Lyon 2,,,111 rue Smith 69002 Lyon,FRA,Franța,,,,,,,,,1,0,1,1,45,1,1,0,1,1,1
Diaspora,Franța,Marignane,,,"2 Rue de Provence, 13700 Marignane",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Marsilia 1,,,"2 rue Henri Barbusse, 13001 Marseille",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Marsilia 2,,,"2 rue Henri Barbusse, 13001 Marseille",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Melun,,,"Maison des Associations Jean XXIII, 27 Rue Edmond Michelet, 77000 Melun",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
Diaspora,Franța,Montpellier,,,"7 Bd Louis Blanc, 34000 Montpellier",FRA,Franța,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
